study,width_factor,s,level,holding,points,type_i,type_iv,other_type,uncertified,min_delta,min_delta_s,min_delta_l,min_nec_type_i,min_wec_type_i,min_dec_type_i,max_abs_p_omega,max_abs_j_l,max_imaginary_eigenvalue,max_eigen_equation_error,l_min,l_max,source_frame_norm_proper_integral,source_frame_norm_volume_integral,type_iv_proper_length,imaginary_eigenvalue_proper_integral,max_projection_relative_error,max_transverse_to_density
phase_profile,1.0,-0.6662234042553191,2,False,321,272,49,0,0,-1.14803185596295e-05,-0.6662234042553191,-0.8499999999999996,-0.05716990087987644,-0.05716990087987644,-0.09153290927424332,0.07914613690078079,0.0033489798039535706,0.0016941309394221506,2.2228368041164617e-16,-4.0,4.0,11.467419547360445,728.5035176943677,89.46935154251472,0.003915455635268357,7.650914940255541e-05,85.19109834269659
phase_profile,1.0,-0.6662234042553191,2,True,321,321,0,0,0,3.05004560018177e-15,-0.6662234042553191,0.125,-0.023338365624843004,-0.023338365624843004,-0.09153127234369816,0.07914450007629936,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,11.182369919594684,701.2897298253434,0.0,0.0,1.0848448683689879e-08,40.95542182341454
phase_profile,1.0,-0.5784574468085106,0,False,81,68,13,0,0,-2.3773704591283638e-05,-0.5784574468085106,-0.7999999999999998,-0.032066070172883335,-0.032066070172883335,-0.09061596251870843,0.07825677263901151,0.0051275608466764145,0.002437914302804943,2.2204460147159997e-16,-4.0,4.0,10.557176555312067,677.9959325958121,135.90866091356187,0.003903553611580685,0.002119657396858705,60.253261617552305
phase_profile,1.0,-0.5784574468085106,0,True,81,81,0,0,0,1.6726427820717743e-15,-0.5784574468085106,0.2000000000000001,-0.02319214734375552,-0.02319214734375552,-0.09061377953936868,0.07825458960989018,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,10.519436613497465,670.6178419945809,0.0,0.0,1.0848724776509674e-08,43.68505705398503
phase_profile,1.0,-0.5784574468085106,1,False,161,134,27,0,0,-3.62892964238025e-05,-0.5784574468085106,-0.75,-0.05391362926274571,-0.05391362926274571,-0.09143338731431058,0.07914021416535241,0.005997643435027724,0.0030120298979177855,4.436519864558258e-16,-4.0,4.0,10.556876877658151,677.8641707419935,134.70139370666698,0.00416445160015892,0.0006173265270164966,60.53457591774346
phase_profile,1.0,-0.5784574468085106,1,True,161,161,0,0,0,1.670365536874527e-15,-0.5784574468085106,0.2000000000000001,-0.02326384987519574,-0.02326384987519574,-0.09143120682933015,0.08294867364506163,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,10.520142865269227,670.63450999384,0.0,0.0,1.0848769311190425e-08,43.56039689309329
phase_profile,1.0,-0.5784574468085106,2,False,321,267,54,0,0,-3.6347860911405326e-05,-0.5784574468085106,-0.75,-0.05391421445781534,-0.05391421445781534,-0.09153359673155205,0.07914669051402679,0.005997247415359528,0.0030144593591308107,2.265790592267349e-16,-4.0,4.0,10.55654663457128,677.8345801936885,145.19046369806892,0.004170996483067947,0.00018375348404370148,76.74565384206517
phase_profile,1.0,-0.5784574468085106,2,True,321,321,0,0,0,1.6279892016883712e-15,-0.5784574468085106,0.1749999999999998,-0.02333864992958503,-0.02333864992958503,-0.09153140923094795,0.0829376738046943,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,10.520017775213692,670.6275775148225,0.0,0.0,1.0848780125935065e-08,43.52932733032358
phase_profile,1.0,0.6502659574468086,0,False,81,59,22,0,0,-1.531724776727711e-05,0.6502659574468086,0.6000000000000005,-0.021690115207185914,-0.021690115207185914,-0.08965364329465632,0.07823408956845238,0.0022340455809379822,0.0019568627805288943,2.2202897974685677e-16,-4.0,4.0,3.7009729197709045,245.16153107851574,233.171927357171,0.002935824413623832,0.0003636183073504113,14.622469560302175
phase_profile,1.0,0.6502659574468086,0,True,81,81,0,0,0,5.437236092997584e-13,0.6502659574468086,-0.1999999999999997,-0.022371519491922932,-0.022371519491922932,-0.08479840410022618,0.07317186361235771,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,3.6825628142648825,242.7155727139964,0.0,0.0,1.0934562466802305e-08,10.44893876503411
phase_profile,1.0,0.6502659574468086,1,False,161,116,45,0,0,-1.6405750368309476e-05,0.6502659574468086,0.6500000000000004,-0.02168974049696987,-0.02168974049696987,-0.08965085466223047,0.07823096898018304,0.0022334747034046106,0.002025200630080232,2.4628430925928914e-16,-4.0,4.0,3.6995342149411803,245.06905565918646,232.3627994081058,0.002971633745330742,9.090303784876971e-05,28.2502145844713
phase_profile,1.0,0.6502659574468086,1,True,161,161,0,0,0,5.100901572141353e-13,0.6502659574468086,-0.1499999999999999,-0.02237098151057935,-0.02237098151057935,-0.08479552080094535,0.07316872758479931,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,3.679703542828568,242.53928062910896,0.0,0.0,1.0934606723553955e-08,20.692813520057637
phase_profile,1.0,0.6502659574468086,2,False,321,230,91,0,0,-1.641110739686459e-05,0.6502659574468086,0.6500000000000004,-0.0217402631945628,-0.0217402631945628,-0.08971087880830234,0.07823018887155969,0.0022333492913973046,0.0020255312511082485,3.3304939587128165e-16,-4.0,4.0,3.699607081359022,245.07390726245245,230.65783336662582,0.0030029640902141377,2.3013354499768094e-05,121.84633087380318
phase_profile,1.0,0.6502659574468086,2,True,321,321,0,0,0,5.101481416108027e-13,0.6502659574468086,-0.1499999999999999,-0.02244958518893481,-0.02244958518893481,-0.08514861439303713,0.07342700914330427,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,3.679830903756375,242.54720545664952,0.0,0.0,1.0934617608187495e-08,110.5686388068814
phase_profile,1.0,1.2646276595744683,0,False,81,55,26,0,0,-3.7502628501531304e-05,1.2646276595744683,1.6000000000000003,-0.05515341052339001,-0.05515341052339001,-0.10585355903180521,0.10707784622445748,0.005079090547903043,0.0030619694847243053,2.2204460492386601e-16,-4.0,4.0,0.9835022044423289,76.13293650751082,36.146743114965005,0.014558188815007079,0.001111234266279138,1389.1313781779188
phase_profile,1.0,1.2646276595744683,0,True,81,81,0,0,0,3.6147697131412e-10,1.2646276595744683,0.6000000000000005,-0.05477143492390736,-0.05477143492390736,-0.11294258377101705,0.11238171968372956,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,1.0200273363538264,79.11012062992896,0.0,0.0,1.1462921733114951e-08,200.37246497140256
phase_profile,1.0,1.2646276595744683,1,False,161,110,51,0,0,-3.84210779167864e-05,1.2646276595744683,1.6500000000000004,-0.05512484433523022,-0.05512484433523022,-0.11711991047393301,0.1192269212839314,0.005145776220479334,0.0030992369188554466,3.3160715043329975e-16,-4.0,4.0,0.9753019618670301,75.44504020036645,34.85669262367441,0.014693909396930042,0.0002778733017504597,1377.7469839546318
phase_profile,1.0,1.2646276595744683,1,True,161,161,0,0,0,1.205127085402147e-10,1.2646276595744683,0.5499999999999998,-0.08221953031157962,-0.08221953031157962,-0.13031481811643786,0.13118736833402664,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,1.0021004160592297,77.57759892025898,0.0,0.0,1.1462966087865192e-08,199.6078055694772
phase_profile,1.0,1.2646276595744683,2,False,321,218,103,0,0,-3.838807002782157e-05,1.2646276595744683,1.6500000000000004,-0.05511767757042326,-0.05511767757042326,-0.11713162252140918,0.11922824695150269,0.005145526340967951,0.00309790534183267,2.2887833992611187e-16,-4.0,4.0,0.9753978256784427,75.44928563323305,35.550999828742206,0.014712986695345777,6.947237266050268e-05,1374.9317726307193
phase_profile,1.0,1.2646276595744683,2,True,321,321,0,0,0,2.0126438762360205e-11,1.2646276595744683,0.5750000000000002,-0.08223701861457075,-0.08223701861457075,-0.13031558650699923,0.1311884371553872,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,1.0037348183007022,77.72158457953847,0.0,0.0,1.1462976901289875e-08,745.1088777995719
phase_profile,1.0,1.6156914893617025,0,False,81,46,35,0,0,-0.00017540192497152773,1.6156914893617025,-2.0,-0.25071945545133495,-0.25071945545133495,-0.6200488243154803,0.613465214623623,0.008467921543432021,0.006621969589395736,2.2887833992611187e-16,-4.0,4.0,0.7584503700770372,64.64604530402225,11.03821230944422,0.03226066078207938,0.005921646807713979,472.4546410627775
phase_profile,1.0,1.6156914893617025,0,True,81,81,0,0,0,1.0742981053862987e-10,1.6156914893617025,0.9000000000000004,-0.27155065981311327,-0.27155065981311327,-0.6308885050694818,0.622725541879493,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.5756923452548641,52.608243599171054,0.0,0.0,1.267326734177849e-08,229.41325370303036
phase_profile,1.0,1.6156914893617025,1,False,161,91,70,0,0,-0.00018164306065781075,1.6156914893617025,-2.05,-0.2591231857925053,-0.2591231857925053,-0.6202052416326147,0.6135961811285884,0.008467569669308079,0.0067387510092340305,3.031891552795962e-16,-4.0,4.0,0.7758299132007729,66.56411617399363,11.212326509489039,0.032081573584149946,0.0014815939803867677,456.1854374530763
phase_profile,1.0,1.6156914893617025,1,True,161,161,0,0,0,1.860531952542123e-10,1.6156914893617025,0.9000000000000004,-0.2716613137223579,-0.2716613137223579,-0.6310439025379028,0.6228578670108107,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.6009643357494375,55.14238828107527,0.0,0.0,1.267331352250224e-08,228.48479813374232
phase_profile,1.0,1.6156914893617025,2,False,321,182,139,0,0,-0.00018164112824672868,1.6156914893617025,-2.05,-0.2720881181797949,-0.2720881181797949,-0.620244335577954,0.613628901111016,0.008469290463718877,0.006738715164011769,3.256454142615855e-16,-4.0,4.0,0.7794113918878016,66.93703030338386,11.12906679866544,0.03178821932835102,0.000374193378571255,2855.7188484792428
phase_profile,1.0,1.6156914893617025,2,True,321,321,0,0,0,2.090720474402654e-10,1.6156914893617025,0.9000000000000004,-0.2947448669266735,-0.2947448669266735,-0.6310827391825046,0.6228909269160087,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.6047270367578061,55.539826461124555,0.0,0.0,1.2673324797566907e-08,899.4162096702385
phase_profile,1.0,1.878989361702128,0,False,81,25,56,0,0,-0.002064008825596269,1.878989361702128,-1.7999999999999998,-0.05981852762759932,-0.05981852762759932,-0.05981852762759932,0.08943215387279302,0.023009805406734547,0.022715681948800644,2.3263411494723067e-16,-4.0,4.0,0.8525835487565112,54.675949750066366,9.093495158263067,0.07720806698561199,0.0004565613163833578,27.122223155700254
phase_profile,1.0,1.878989361702128,0,True,81,81,0,0,0,1.1528256828379623e-06,1.878989361702128,-4.0,-0.016484021928018032,-0.016484021928018032,-0.032820793171992164,0.026866736333421515,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.1605148115188535,13.551204431814046,0.0,0.0,1.4724317522797206e-08,87.40230942436105
phase_profile,1.0,1.878989361702128,1,False,161,49,112,0,0,-0.0020643899091340027,1.878989361702128,-1.7999999999999998,-0.059810248950108585,-0.059810248950108585,-0.059810248950108585,0.08982139678055134,0.023012078444636486,0.022717778880944783,3.376611507232129e-16,-4.0,4.0,0.8539496687433024,54.76803863660929,9.165381202715956,0.07643257392689726,0.00011420073110713093,1277.7954692616252
phase_profile,1.0,1.878989361702128,1,True,161,161,0,0,0,1.1528192067485582e-06,1.878989361702128,-4.0,-0.016484901157024348,-0.016484901157024348,-0.03327602947434853,0.027016018134406468,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.1610161192193928,13.585647918231123,0.0,0.0,1.4724364871631539e-08,87.31109487832192
phase_profile,1.0,1.878989361702128,2,False,321,99,222,0,0,-0.002064485201398105,1.878989361702128,-1.7999999999999998,-0.060635448889065344,-0.060635448889065344,-0.060635448889065344,0.08982164346968913,0.02301264680368755,0.022718303201373254,2.9893669801409083e-16,-4.0,4.0,0.8541765475877319,54.782042061547685,9.079433326223965,0.07643343682955339,2.9297389761424433e-05,1289.4546385382093
phase_profile,1.0,1.878989361702128,2,True,321,321,0,0,0,7.421950459921824e-07,1.878989361702128,-0.9749999999999996,-0.01648512087295937,-0.01648512087295937,-0.03327611749849471,0.027066331927312635,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.1611410167975334,13.593202877017202,0.0,0.0,1.4724376423965428e-08,87.28831934068138
phase_profile,1.0,1.5718085106382975,0,False,81,54,27,0,0,-0.00013239974442711533,1.5718085106382975,-2.0,-0.2956569557270934,-0.2956569557270934,-0.5541055291401893,0.5475391933834557,0.007914568711666499,0.005753254392670191,2.2887833992611187e-16,-4.0,4.0,0.8321956331764385,73.72888187495755,11.252793635156145,0.02823056171250332,0.0018594017283766473,131.3940024188029
phase_profile,1.0,1.5718085106382975,0,True,81,81,0,0,0,5.246179145827907e-08,1.5718085106382975,0.8000000000000007,-0.2904247965800652,-0.2904247965800652,-0.5630325782903293,0.5545122125970958,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.7322601350701448,67.13365254673104,0.0,0.0,1.2446829042762113e-08,144.4412213962956
phase_profile,1.0,1.5718085106382975,1,False,161,106,55,0,0,-0.00013734124766648286,1.5718085106382975,-2.05,-0.29573534296286746,-0.29573534296286746,-0.6992371182069455,0.6924698755927416,0.007914176614114709,0.0058596341111558075,2.237726045655905e-16,-4.0,4.0,0.8176561359689323,72.10392289080917,11.647835962520924,0.028045516864228896,0.0005859951221232956,231.056921399689
phase_profile,1.0,1.5718085106382975,1,True,161,161,0,0,0,2.7050111714365344e-09,1.5718085106382975,0.8500000000000005,-0.2905547050282616,-0.2905547050282616,-0.7241068362817518,0.7159044233972833,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.7101161261326121,64.80529358252373,0.0,0.0,1.2446874780816643e-08,166.51317131865724
phase_profile,1.0,1.5718085106382975,2,False,321,209,112,0,0,-0.00013736931509762018,1.5718085106382975,-2.025,-0.3105550540907319,-0.3105550540907319,-0.6992784151538989,0.6925032246334095,0.00791407859263724,0.005860232825955387,2.2887833992611187e-16,-4.0,4.0,0.820418037411355,72.35866746007164,11.90499411066164,0.027936230510889486,0.0002050885776014546,766.0852279326033
phase_profile,1.0,1.5718085106382975,2,True,321,321,0,0,0,2.6085994642619475e-09,1.5718085106382975,0.8500000000000005,-0.3136037077714832,-0.3136037077714832,-0.7241473073024135,0.7159384826522701,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.7126796306347072,65.11417683506536,0.0,0.0,1.2446885678293349e-08,2145.776983492253
