s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,minimum_rest_dec_margin,maximum_relaxation_strain,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,heat_relaxation_integral,entropy_relaxation_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.0,0,0.24999999999999967,-2.1,0.20214036673420838,0.09980578861122111,0.002149075487186356,0.16414965477402294,1.0,0.15000000000000002,0.006527420320426511,0.0,34688.604191411236,122.12968735335787,5.190648086218682,21.11820651450323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,40,0.2500000015196157,-2.1,0.19657604239257814,0.09996441412247174,0.0021482504705806244,0.16444146518400385,0.9981013913869354,0.15500000000000003,0.006342950816260941,0.019437215701512578,34679.0333279534,122.25994649751394,5.193058666782,21.108794854655205,1.2157000528494066e-10,-1.341149413747189e-13,-4.275641885219268e-15,-0.6545478412246756,-0.10707727327092206,-0.0007496808393113868,0.0,7.24745555590284e-07,7.148045279156118e-07,-6.395880370334265,-0.0017376738122655807,4.018646964177346
0.01,80,0.2500000221948372,-2.1,0.19125189474758336,0.10025460776104463,0.002147925393286077,0.16498036513037853,0.993317921286704,0.16000000000000003,0.006131490296986938,0.022362091659951844,34659.2069183714,122.37785069941205,5.194120101103657,21.101188700933736,1.208190671973194e-10,-1.4210854715202004e-13,-4.648914225425729e-15,-2.1467290365354144,-0.19263162233029435,-0.0013570464429979534,0.0,2.811867898012941e-06,2.901446659060767e-06,-13.094848083252415,-0.0034695100977963863,8.29618003558697
0.015,120,0.250000118688728,-2.1,0.19728252393993262,0.10067596071974255,0.0021480775335140797,0.16576987953888533,0.9868449836954332,0.16500000000000004,0.005904143710885892,0.022377685106358847,34629.28088622249,122.48350129021146,5.193815590102764,21.095365875826165,7.99166170733253e-09,-9.059419880941277e-14,-4.274618718228999e-15,-4.463799628817462,-0.25699900248741786,-0.0018229827172205214,0.0,5.382442805618458e-06,5.709587690841433e-06,-20.087497854937286,-0.005194082156466677,12.82765680219227
0.02,160,0.2500004081097357,-2.1,0.2096174295309806,0.1012288648760009,0.0021486860713098633,0.1668153132859245,0.9796373991162789,0.17000000000000004,0.00567249310783826,0.023755569475070182,34589.39683943777,122.57698896488562,5.192130198362718,21.09131206689759,8.042948720874649e-09,-8.171241461241152e-14,-5.81648480449468e-15,-7.5941443751281215,-0.30052585432909246,-0.002148272709162603,0.0,8.080570081500946e-06,8.743272517361217e-06,-27.363733714151554,-0.006909950655951363,17.606779354131785
0.025,199,0.2500010888759584,-2.1,0.22249242161633911,0.10191451328815289,0.002149731977438247,0.16812383306840264,0.9724204755052747,0.17500000000000004,0.00544584869007194,0.02453506081659107,34539.66906413977,122.65836386742104,5.189050978951678,21.08901758820681,8.035280990768625e-09,-6.394884621840902e-14,-7.774685389146315e-15,-11.528311936989926,-0.323568916286397,-0.0023335987011848243,0.0,1.081774937562105e-05,1.189552059524867e-05,-34.91326188130776,-0.008615649738891553,22.62614694126478
0.03,238,0.250002461218376,-2.1,0.23613052985821234,0.10273491094672403,0.002149705119418023,0.16970457885459264,0.9656937238444686,0.18000000000000005,0.005229934322574362,0.032007758757195415,34480.24326651454,122.72771745710574,5.184566198630129,21.088474956623774,7.985045220791808e-09,-8.526512829121202e-14,-7.1048077156426684e-15,-16.254340624911368,-0.32649494797833456,-0.0023795445781815664,0.0,1.3582377013217647e-05,1.5151788765255674e-05,-42.72558649109553,-0.01030967228546495,27.877618892766613
0.035,277,0.25000494767120596,-2.1,0.2505887066911414,0.103692895088898,0.002148700035385775,0.1715688062519969,0.9597196804628706,0.18500000000000005,0.005027161426393062,0.04226576497405499,34411.27556282509,122.78514591517543,5.178666888469243,21.08967816957999,8.057844709655944e-09,-1.2079226507921703e-13,-6.588801584519431e-15,-21.7594304405146,-0.3096806103173371,-0.002286599455872098,0.0,1.6385899490716557e-05,1.8528494110035608e-05,-50.79006931582854,-0.01199045396473056,33.352767186702394
0.04,316,0.25000911391229896,-2.1,0.2658125787772632,0.10479216624393804,0.0021482323636284437,0.1737300650739049,0.9484141832727289,0.19000000000000006,0.004837297997876126,0.05392030057012809,34332.95131193938,122.83076824557956,5.171346119828208,21.092622478258136,1.3514813783294834e-09,-1.9184653865522705e-13,-5.392273649954775e-15,-28.02844478814342,-0.27351210837008083,-0.002055160947983655,0.0,1.92480316597613e-05,2.2056111387942297e-05,-59.096166363150644,-0.013656355640440645,39.043381903485
0.045,355,0.2500156903390833,-2.1,0.28169531985257895,0.10603732906737384,0.002148279870348723,0.17620441614678187,0.9349166552249144,0.19500000000000006,0.00465821222381034,0.06697717400859493,34245.42195816238,122.86462716689336,5.16259973784624,21.097304258586142,1.3184024334943695e-09,-2.1316282072803006e-13,-2.600318367277578e-15,-35.04893657420248,-0.21838498193274697,-0.0016855396044120011,0.0,2.2190928924200266e-05,2.5772275153722957e-05,-67.63367026435542,-0.015305643637253862,44.94180967638731
