label,coordinate_half_extent,kappa,central_charge,kappa_over_reference_r0_squared,kappa_over_candidate_r0_squared,lapse_fractional_change,optical_length,required,original_supply,original_ratio,optimistic_upper_ratio,necessary_gate_excludes,radial_endpoint,clock_endpoint,sampling_relative_change,quadrature_relative_change,identity_scaled_error,original_ratio_over_reference
receiver_outer_control,3.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.1,7.776933912873584,0.5952646027852557,0.4525374907643765,0.76022912944419,1.1356509217623088,False,0.39432693359424853,-0.02616620913608628,1.772769588463004e-12,8.58664898597598e-16,1.3055641366902713e-15,1.0
receiver_outer_control,3.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.5,7.776933912873584,0.5952646027852557,0.4525374907643765,0.76022912944419,6.84206216499771,False,0.39432693359424853,-0.02616620913608628,1.772769588463004e-12,8.58664898597598e-16,1.3055641366902713e-15,1.0
receiver_outer_control,3.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.0,7.776933912873584,0.540705621592205,0.6399228428348431,1.1834958196855345,1.1834958196855345,False,0.4574512931915085,-0.04553239401422181,3.6256915752239767e-12,3.4262027798508416e-16,2.3204724007944014e-15,1.0
receiver_outer_control,3.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.1,7.776933912873584,0.540705621592205,0.6399228428348431,1.1834958196855345,1.7679381997771566,False,0.4574512931915085,-0.04553239401422181,3.6256915752239767e-12,3.4262027798508416e-16,2.3204724007944014e-15,1.0
receiver_outer_control,3.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.5,7.776933912873584,0.540705621592205,0.6399228428348431,1.1834958196855345,10.65146237716981,False,0.4574512931915085,-0.04553239401422181,3.6256915752239767e-12,3.4262027798508416e-16,2.3204724007944014e-15,1.0
receiver_outer_control,5.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.0,11.7799457532982,26.45717204870605,1.0131378573717678e-05,3.8293505273603787e-07,3.8293505273603787e-07,True,0.0,-0.0,7.716736564329112e-08,3.405913357275036e-11,3.2712495893853375e-11,1.0
receiver_outer_control,5.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.1,11.7799457532982,26.45717204870605,1.0131378573717678e-05,3.8293505273603787e-07,5.720387824822295e-07,True,0.0,-0.0,7.716736564329112e-08,3.405913357275036e-11,3.2712495893853375e-11,1.0
receiver_outer_control,5.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.5,11.7799457532982,26.45717204870605,1.0131378573717678e-05,3.8293505273603787e-07,3.4464154746243405e-06,True,0.0,-0.0,7.716736564329112e-08,3.405913357275036e-11,3.2712495893853375e-11,1.0
receiver_outer_control,5.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.0,11.7799457532982,10.377852230854312,2.582834676637832e-05,2.488795002263403e-06,2.488795002263403e-06,True,0.0,-0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
receiver_outer_control,5.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.1,11.7799457532982,10.377852230854312,2.582834676637832e-05,2.488795002263403e-06,3.717829571282368e-06,True,0.0,-0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
receiver_outer_control,5.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.5,11.7799457532982,10.377852230854312,2.582834676637832e-05,2.488795002263403e-06,2.2399155020370628e-05,True,0.0,-0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
receiver_outer_control,5.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.0,11.7799457532982,3.2825330125488836,8.164165970764763e-05,2.487154261527227e-05,2.487154261527227e-05,True,0.0,-0.0,1.2991760392957916e-09,5.546831527435071e-13,2.5840117603417035e-13,1.0
receiver_outer_control,5.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.1,11.7799457532982,3.2825330125488836,8.164165970764763e-05,2.487154261527227e-05,3.71537858820734e-05,True,0.0,-0.0,1.2991760392957916e-09,5.546831527435071e-13,2.5840117603417035e-13,1.0
receiver_outer_control,5.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.5,11.7799457532982,3.2825330125488836,8.164165970764763e-05,2.487154261527227e-05,0.00022384388353745041,True,0.0,-0.0,1.2991760392957916e-09,5.546831527435071e-13,2.5840117603417035e-13,1.0
receiver_outer_control,5.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.0,11.7799457532982,1.0405522433220922,0.00025709311942627124,0.0002470737255877413,0.0002470737255877413,True,0.0,-0.0,1.506443122209715e-10,5.889594813966367e-14,2.0912329411909565e-14,1.0
receiver_outer_control,5.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.1,11.7799457532982,1.0405522433220922,0.00025709311942627124,0.0002470737255877413,0.0003690854419273667,True,0.0,-0.0,1.506443122209715e-10,5.889594813966367e-14,2.0912329411909565e-14,1.0
receiver_outer_control,5.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.5,11.7799457532982,1.0405522433220922,0.00025709311942627124,0.0002470737255877413,0.002223663530289672,True,0.0,-0.0,1.506443122209715e-10,5.889594813966367e-14,2.0912329411909565e-14,1.0
receiver_outer_control,5.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.0,11.7799457532982,0.3397487411416358,0.0007848198062786408,0.00231000063058795,0.00231000063058795,True,0.0,-0.0,7.473664013208513e-11,2.7629327491782783e-15,1.1437218496030066e-15,1.0
receiver_outer_control,5.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.1,11.7799457532982,0.3397487411416358,0.0007848198062786408,0.00231000063058795,0.003450741682730148,True,0.0,-0.0,7.473664013208513e-11,2.7629327491782783e-15,1.1437218496030066e-15,1.0
receiver_outer_control,5.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.5,11.7799457532982,0.3397487411416358,0.0007848198062786408,0.00231000063058795,0.02079000567529155,True,0.0,-0.0,7.473664013208513e-11,2.7629327491782783e-15,1.1437218496030066e-15,1.0
receiver_outer_control,5.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.0,11.7799457532982,0.2822211033050204,0.002337047908460498,0.008280911246862538,0.008280911246862538,True,3.9828787829834115e-123,-4.1105105681082486e-133,2.44791780374994e-11,6.031799726761555e-16,5.900815061083032e-16,1.0
receiver_outer_control,5.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.1,11.7799457532982,0.2822211033050204,0.002337047908460498,0.008280911246862538,0.012370250134202064,True,3.9828787829834115e-123,-4.1105105681082486e-133,2.44791780374994e-11,6.031799726761555e-16,5.900815061083032e-16,1.0
receiver_outer_control,5.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.5,11.7799457532982,0.2822211033050204,0.002337047908460498,0.008280911246862538,0.07452820122176283,True,3.9828787829834115e-123,-4.1105105681082486e-133,2.44791780374994e-11,6.031799726761555e-16,5.900815061083032e-16,1.0
receiver_outer_control,5.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.0,11.7799457532982,0.4225507281077463,0.004836275988682043,0.011445432860427682,0.011445432860427682,True,2.0420705668947547e-40,-6.322526822990172e-50,1.7796580018127213e-11,7.882294011871118e-16,1.5764588023742236e-15,1.0
receiver_outer_control,5.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.1,11.7799457532982,0.4225507281077463,0.004836275988682043,0.011445432860427682,0.017097498470515428,True,2.0420705668947547e-40,-6.322526822990172e-50,1.7796580018127213e-11,7.882294011871118e-16,1.5764588023742236e-15,1.0
receiver_outer_control,5.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.5,11.7799457532982,0.4225507281077463,0.004836275988682043,0.011445432860427682,0.10300889574384914,True,2.0420705668947547e-40,-6.322526822990172e-50,1.7796580018127213e-11,7.882294011871118e-16,1.5764588023742236e-15,1.0
receiver_outer_control,5.0,0.415986661216707,649966.4174528444,0.1,0.10000010712748378,0.0,11.7799457532982,0.24850443477416806,0.012375631625961782,0.04980044576350645,0.04980044576350645,True,7.991719263912955e-12,-8.247814779605682e-21,9.750540688305659e-12,1.8222427645947236e-15,3.797475774583155e-15,1.0
receiver_outer_control,5.0,0.415986661216707,649966.4174528444,0.1,0.10000010712748378,0.1,11.7799457532982,0.24850443477416806,0.012375631625961782,0.04980044576350645,0.07439325848622569,True,7.991719263912955e-12,-8.247814779605682e-21,9.750540688305659e-12,1.8222427645947236e-15,3.797475774583155e-15,1.0
receiver_outer_control,5.0,0.415986661216707,649966.4174528444,0.1,0.10000010712748378,0.5,11.7799457532982,0.24850443477416806,0.012375631625961782,0.04980044576350645,0.448204011871558,True,7.991719263912955e-12,-8.247814779605682e-21,9.750540688305659e-12,1.8222427645947236e-15,3.797475774583155e-15,1.0
receiver_outer_control,5.0,1.247959983650121,1949899.2523585332,0.3,0.3000003213824513,0.0,11.7799457532982,0.49624378945474196,0.08598793848852537,0.17327761135913938,0.17327761135913938,True,0.0005549047671766411,-1.7180602529394604e-12,1.166866046729192e-12,6.031799726761555e-16,5.593133094144295e-16,1.0
receiver_outer_control,5.0,1.247959983650121,1949899.2523585332,0.3,0.3000003213824513,0.1,11.7799457532982,0.49624378945474196,0.08598793848852537,0.17327761135913938,0.25884680215377615,True,0.0005549047671766411,-1.7180602529394604e-12,1.166866046729192e-12,6.031799726761555e-16,5.593133094144295e-16,1.0
receiver_outer_control,5.0,1.247959983650121,1949899.2523585332,0.3,0.3000003213824513,0.5,11.7799457532982,0.49624378945474196,0.08598793848852537,0.17327761135913938,1.5594985022322545,False,0.0005549047671766411,-1.7180602529394604e-12,1.166866046729192e-12,6.031799726761555e-16,5.593133094144295e-16,1.0
receiver_outer_control,5.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.0,11.7799457532982,0.6897367138139228,0.2731998727790855,0.39609298346381683,0.39609298346381683,True,0.03333215041552847,-2.0640169687239139e-10,6.270055815968636e-13,1.015943943651562e-15,1.5291514171571835e-15,1.0
receiver_outer_control,5.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.1,11.7799457532982,0.6897367138139228,0.2731998727790855,0.39609298346381683,0.591694456779282,True,0.03333215041552847,-2.0640169687239139e-10,6.270055815968636e-13,1.015943943651562e-15,1.5291514171571835e-15,1.0
receiver_outer_control,5.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.5,11.7799457532982,0.6897367138139228,0.2731998727790855,0.39609298346381683,3.5648368511743516,False,0.03333215041552847,-2.0640169687239139e-10,6.270055815968636e-13,1.015943943651562e-15,1.5291514171571835e-15,1.0
receiver_outer_control,5.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.0,11.7799457532982,0.6799573214155785,0.4532052217482326,0.666520099827326,0.666520099827326,True,0.10964707015094216,-1.0184465022858525e-09,6.673020022613454e-13,8.573997826412294e-16,3.1022884530403532e-15,1.0
receiver_outer_control,5.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.1,11.7799457532982,0.6799573214155785,0.4532052217482326,0.666520099827326,0.9956658281371168,True,0.10964707015094216,-1.0184465022858525e-09,6.673020022613454e-13,8.573997826412294e-16,3.1022884530403532e-15,1.0
receiver_outer_control,5.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.5,11.7799457532982,0.6799573214155785,0.4532052217482326,0.666520099827326,5.998680898445934,False,0.10964707015094216,-1.0184465022858525e-09,6.673020022613454e-13,8.573997826412294e-16,3.1022884530403532e-15,1.0
receiver_outer_control,7.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.0,15.779945753494601,26.45717204870605,5.646042110169899e-06,2.134030840399676e-07,2.134030840399676e-07,True,0.0,0.0,7.716767820441072e-08,3.404308941386233e-11,3.2712495893853375e-11,1.0
receiver_outer_control,7.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.1,15.779945753494601,26.45717204870605,5.646042110169899e-06,2.134030840399676e-07,3.187873230720504e-07,True,0.0,0.0,7.716767820441072e-08,3.404308941386233e-11,3.2712495893853375e-11,1.0
receiver_outer_control,7.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.5,15.779945753494601,26.45717204870605,5.646042110169899e-06,2.134030840399676e-07,1.9206277563597084e-06,True,0.0,0.0,7.716767820441072e-08,3.404308941386233e-11,3.2712495893853375e-11,1.0
receiver_outer_control,7.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.0,15.779945753494601,10.377852230854312,1.4393691087345425e-05,1.3869624241277644e-06,1.3869624241277644e-06,True,0.0,0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
receiver_outer_control,7.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.1,15.779945753494601,10.377852230854312,1.4393691087345425e-05,1.3869624241277644e-06,2.071882139746414e-06,True,0.0,0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
receiver_outer_control,7.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.5,15.779945753494601,10.377852230854312,1.4393691087345425e-05,1.3869624241277644e-06,1.248266181714988e-05,True,0.0,0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
receiver_outer_control,7.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.0,15.779945753494601,3.2825330125488836,4.549748539150626e-05,1.386048067683484e-05,1.386048067683484e-05,True,0.0,0.0,1.2991760392957916e-09,5.546831527435071e-13,2.585364646080102e-13,1.0
receiver_outer_control,7.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.1,15.779945753494601,3.2825330125488836,4.549748539150626e-05,1.386048067683484e-05,2.0705162492555753e-05,True,0.0,0.0,1.2991760392957916e-09,5.546831527435071e-13,2.585364646080102e-13,1.0
receiver_outer_control,7.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.5,15.779945753494601,3.2825330125488836,4.549748539150626e-05,1.386048067683484e-05,0.00012474432609151356,True,0.0,0.0,1.2991760392957916e-09,5.546831527435071e-13,2.585364646080102e-13,1.0
receiver_outer_control,7.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.0,15.779945753494601,1.0405522433220922,0.0001432735503815076,0.00013768991542807018,0.00013768991542807018,True,0.0,0.0,1.506443122209715e-10,6.659274578222429e-14,2.0912329411909565e-14,1.0
receiver_outer_control,7.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.1,15.779945753494601,1.0405522433220922,0.0001432735503815076,0.00013768991542807018,0.00020568493539254934,True,0.0,0.0,1.506443122209715e-10,6.659274578222429e-14,2.0912329411909565e-14,1.0
receiver_outer_control,7.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.5,15.779945753494601,1.0405522433220922,0.0001432735503815076,0.00013768991542807018,0.0012392092388526317,True,0.0,0.0,1.506443122209715e-10,6.659274578222429e-14,2.0912329411909565e-14,1.0
receiver_outer_control,7.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.0,15.779945753494601,0.3397487411416358,0.00043736650870391874,0.001287323412102321,0.001287323412102321,True,0.0,0.0,7.504931787974069e-11,1.8715942440409854e-14,1.1437218496030066e-15,1.0
receiver_outer_control,7.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.1,15.779945753494601,0.3397487411416358,0.00043736650870391874,0.001287323412102321,0.001923038677338035,True,0.0,0.0,7.504931787974069e-11,1.8715942440409854e-14,1.1437218496030066e-15,1.0
receiver_outer_control,7.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.5,15.779945753494601,0.3397487411416358,0.00043736650870391874,0.001287323412102321,0.011585910708920889,True,0.0,0.0,7.504931787974069e-11,1.8715942440409854e-14,1.1437218496030066e-15,1.0
receiver_outer_control,7.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.0,15.779945753494601,0.2822211033050204,0.0013023963924201252,0.004614808663023736,0.004614808663023736,True,2.9698910877899002e-248,0.0,2.4791703268458676e-11,1.5650381835634234e-14,7.867753414777376e-16,1.0
receiver_outer_control,7.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.1,15.779945753494601,0.2822211033050204,0.0013023963924201252,0.004614808663023736,0.006893726521307064,True,2.9698910877899002e-248,0.0,2.4791703268458676e-11,1.5650381835634234e-14,7.867753414777376e-16,1.0
receiver_outer_control,7.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.5,15.779945753494601,0.2822211033050204,0.0013023963924201252,0.004614808663023736,0.04153327796721363,True,2.9698910877899002e-248,0.0,2.4791703268458676e-11,1.5650381835634234e-14,7.867753414777376e-16,1.0
receiver_outer_control,7.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.0,15.779945753494601,0.4225507281077463,0.002695172990508693,0.006378341844488433,0.006378341844488433,True,4.9944920188971615e-82,0.0,1.810899665786e-11,1.6251931851004167e-14,1.5764588023742236e-15,1.0
receiver_outer_control,7.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.1,15.779945753494601,0.4225507281077463,0.002695172990508693,0.006378341844488433,0.009528140286211116,True,4.9944920188971615e-82,0.0,1.810899665786e-11,1.6251931851004167e-14,1.5764588023742236e-15,1.0
receiver_outer_control,7.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.5,15.779945753494601,0.4225507281077463,0.002695172990508693,0.006378341844488433,0.05740507660039589,True,4.9944920188971615e-82,0.0,1.810899665786e-11,1.6251931851004167e-14,1.5764588023742236e-15,1.0
receiver_outer_control,7.0,0.415986661216707,649966.4174528444,0.1,0.10000010712748378,0.0,15.779945753494601,0.2485044347741825,0.006896725533628753,0.027752927386973398,0.027752927386973398,True,3.3236692375748584e-24,0.0,1.0061519888812434e-11,1.521747817639719e-14,3.797475774582935e-15,1.0
receiver_outer_control,7.0,0.415986661216707,649966.4174528444,0.1,0.10000010712748378,0.1,15.779945753494601,0.2485044347741825,0.006896725533628753,0.027752927386973398,0.04145807671387384,True,3.3236692375748584e-24,0.0,1.0061519888812434e-11,1.521747817639719e-14,3.797475774582935e-15,1.0
receiver_outer_control,7.0,0.415986661216707,649966.4174528444,0.1,0.10000010712748378,0.5,15.779945753494601,0.2485044347741825,0.006896725533628753,0.027752927386973398,0.24977634648276056,True,3.3236692375748584e-24,0.0,1.0061519888812434e-11,1.521747817639719e-14,3.797475774582935e-15,1.0
receiver_outer_control,7.0,1.247959983650121,1949899.2523585332,0.3,0.3000003213824513,0.0,15.779945753494601,0.49624662140926595,0.04792483564242132,0.09657463360923643,0.09657463360923643,True,5.18541772961487e-08,0.0,1.4795785077510476e-12,1.534742360520707e-14,1.118620235108392e-15,1.0
receiver_outer_control,7.0,1.247959983650121,1949899.2523585332,0.3,0.3000003213824513,0.1,15.779945753494601,0.49624662140926595,0.04792483564242132,0.09657463360923643,0.1442658107002174,True,5.18541772961487e-08,0.0,1.4795785077510476e-12,1.534742360520707e-14,1.118620235108392e-15,1.0
receiver_outer_control,7.0,1.247959983650121,1949899.2523585332,0.3,0.3000003213824513,0.5,15.779945753494601,0.49624662140926595,0.04792483564242132,0.09657463360923643,0.8691717024831279,True,5.18541772961487e-08,0.0,1.4795785077510476e-12,1.534742360520707e-14,1.118620235108392e-15,1.0
receiver_outer_control,7.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.0,15.779945753494601,0.6900401531332283,0.1534557534911521,0.22238670140333686,0.22238670140333686,True,0.00038135158341749025,0.0,4.707699518375526e-13,1.5012228109322903e-14,1.7698177729838315e-15,1.0
receiver_outer_control,7.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.1,15.779945753494601,0.6900401531332283,0.1534557534911521,0.22238670140333686,0.33220729468893534,True,0.00038135158341749025,0.0,4.707699518375526e-13,1.5012228109322903e-14,1.7698177729838315e-15,1.0
receiver_outer_control,7.0,2.495919967300242,3899798.5047170664,0.6,0.6000006427649026,0.5,15.779945753494601,0.6900401531332283,0.1534557534911521,0.22238670140333686,2.0014803126300316,False,0.00038135158341749025,0.0,4.707699518375526e-13,1.5012228109322903e-14,1.7698177729838315e-15,1.0
receiver_outer_control,7.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.0,15.779945753494601,0.6813066618464737,0.2609909356512297,0.3830740990318419,0.3830740990318419,True,0.006229094154044967,0.0,4.707699518375526e-13,1.5526646662154788e-14,3.340576759242723e-15,1.0
receiver_outer_control,7.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.1,15.779945753494601,0.6813066618464737,0.2609909356512297,0.3830740990318419,0.5722464936154676,True,0.006229094154044967,0.0,4.707699518375526e-13,1.5526646662154788e-14,3.340576759242723e-15,1.0
receiver_outer_control,7.0,3.743879950950363,5849697.757075601,0.9,0.900000964147354,0.5,15.779945753494601,0.6813066618464737,0.2609909356512297,0.3830740990318419,3.4476668912865778,False,0.006229094154044967,0.0,4.707699518375526e-13,1.5526646662154788e-14,3.340576759242723e-15,1.0
beta_w8_t2_control,3.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.0,7.776933912873584,26.45717204870605,2.3245468733682126e-05,8.786074600448086e-07,8.786074600448086e-07,True,0.0,-0.0,7.716673514777261e-08,3.405889244934177e-11,3.2712495893853375e-11,1.0
beta_w8_t2_control,3.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.1,7.776933912873584,26.45717204870605,2.3245468733682126e-05,8.786074600448086e-07,1.3124876872274303e-06,True,0.0,-0.0,7.716673514777261e-08,3.405889244934177e-11,3.2712495893853375e-11,1.0
beta_w8_t2_control,3.0,6.400125453356783e-07,1.0000000000000002,1.5385410278871073e-07,1.5385426760873975e-07,0.5,7.776933912873584,26.45717204870605,2.3245468733682126e-05,8.786074600448086e-07,7.907467140403277e-06,True,0.0,-0.0,7.716673514777261e-08,3.405889244934177e-11,3.2712495893853375e-11,1.0
beta_w8_t2_control,3.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.0,7.776933912873584,10.377852230854312,5.9260644820642125e-05,5.710299540058468e-06,5.710299540058468e-06,True,0.0,-0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
beta_w8_t2_control,3.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.1,7.776933912873584,10.377852230854312,5.9260644820642125e-05,5.710299540058468e-06,8.53020054749475e-06,True,0.0,-0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
beta_w8_t2_control,3.0,4.15986661216707e-06,6.499664174528445,1e-06,1.0000010712748378e-06,0.5,7.776933912873584,10.377852230854312,5.9260644820642125e-05,5.710299540058468e-06,5.139269586052621e-05,True,0.0,-0.0,1.2747988992303228e-08,4.853299189846767e-12,9.00001662559579e-13,1.0
beta_w8_t2_control,3.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.0,7.776933912873584,3.2825330125488836,0.00018731889587298754,5.706535019050261e-05,5.706535019050261e-05,True,0.0,-0.0,1.2991760392957916e-09,5.546831527435071e-13,2.5840117603417035e-13,1.0
beta_w8_t2_control,3.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.1,7.776933912873584,3.2825330125488836,0.00018731889587298754,5.706535019050261e-05,8.52457700376644e-05,True,0.0,-0.0,1.2991760392957916e-09,5.546831527435071e-13,2.5840117603417035e-13,1.0
beta_w8_t2_control,3.0,4.1598666121670705e-05,64.99664174528445,1e-05,1.0000010712748379e-05,0.5,7.776933912873584,3.2825330125488836,0.00018731889587298754,5.706535019050261e-05,0.0005135881517145235,True,0.0,-0.0,1.2991760392957916e-09,5.546831527435071e-13,2.5840117603417035e-13,1.0
beta_w8_t2_control,3.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.0,7.776933912873584,1.0405522433220922,0.0005898753092468073,0.0005668867786624122,0.0005668867786624122,True,0.0,-0.0,1.506443122209715e-10,5.889594813966367e-14,2.0912329411909565e-14,1.0
beta_w8_t2_control,3.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.1,7.776933912873584,1.0405522433220922,0.0005898753092468073,0.0005668867786624122,0.000846830866890764,True,0.0,-0.0,1.506443122209715e-10,5.889594813966367e-14,2.0912329411909565e-14,1.0
beta_w8_t2_control,3.0,0.000415986661216707,649.9664174528444,0.0001,0.00010000010712748378,0.5,7.776933912873584,1.0405522433220922,0.0005898753092468073,0.0005668867786624122,0.00510198100796171,True,0.0,-0.0,1.506443122209715e-10,5.889594813966367e-14,2.0912329411909565e-14,1.0
beta_w8_t2_control,3.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.0,7.776933912873584,0.3397487411416358,0.0018006931767164448,0.005300073138360106,0.005300073138360106,True,0.0,-0.0,7.410631514198886e-11,3.010513358146172e-15,1.1437218496030066e-15,1.0
beta_w8_t2_control,3.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.1,7.776933912873584,0.3397487411416358,0.0018006931767164448,0.005300073138360106,0.007917393206686085,True,0.0,-0.0,7.410631514198886e-11,3.010513358146172e-15,1.1437218496030066e-15,1.0
beta_w8_t2_control,3.0,0.00415986661216707,6499.664174528445,0.001,0.001000001071274838,0.5,7.776933912873584,0.3397487411416358,0.0018006931767164448,0.005300073138360106,0.04770065824524096,True,0.0,-0.0,7.410631514198886e-11,3.010513358146172e-15,1.1437218496030066e-15,1.0
beta_w8_t2_control,3.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.0,7.776933912873584,0.2822211033050204,0.0053621305027693805,0.018999750337500697,0.018999750337500697,True,6.185927666118836e-42,-6.841289262905528e-45,2.3848632138713212e-11,3.4262027798508416e-16,1.966938353694344e-16,1.0
beta_w8_t2_control,3.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.1,7.776933912873584,0.2822211033050204,0.0053621305027693805,0.018999750337500697,0.028382343096760305,True,6.185927666118836e-42,-6.841289262905528e-45,2.3848632138713212e-11,3.4262027798508416e-16,1.966938353694344e-16,1.0
beta_w8_t2_control,3.0,0.0415986661216707,64996.641745284454,0.01,0.010000010712748378,0.5,7.776933912873584,0.2822211033050204,0.0053621305027693805,0.018999750337500697,0.17099775303750625,True,6.185927666118836e-42,-6.841289262905528e-45,2.3848632138713212e-11,3.4262027798508416e-16,1.966938353694344e-16,1.0
beta_w8_t2_control,3.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.0,7.776933912873584,0.4225507281077435,0.011096367731633505,0.026260439264475986,0.026260439264475986,True,1.5270204035412477e-13,-5.066396919674414e-16,1.7167502771906956e-11,4.689976534478378e-16,1.839201936103273e-15,1.0
beta_w8_t2_control,3.0,0.1247959983650121,194989.92523585333,0.03,0.03000003213824513,0.1,7.776933912873584,0.4225507281077435,0.011096367731633505,0.026260439264475986,0.039228557419772776,True,1.5270204035412477e-13,-5.066396919674414e-16,1.7167502771906956e-11,4.689976534478378e-16,1.839201936103273e-15,1.0
