x_um,section_um,density_proxy
-2.5,-2.5,0.0
-2.361111111111111,-2.5,0.0
-2.2222222222222223,-2.5,0.0
-2.0833333333333335,-2.5,0.0
-1.9444444444444444,-2.5,0.0
-1.8055555555555556,-2.5,-6.0712307143561836e-05
-1.6666666666666665,-2.5,-0.00012142461428712367
-1.5277777777777777,-2.5,-0.00034096952232147117
-1.3888888888888888,-2.5,-0.000401681829465033
-1.25,-2.5,-0.000647721280536205
-1.1111111111111112,-2.5,-0.0008485621952687215
-0.9722222222222221,-2.5,-0.001239036790628858
-0.8333333333333333,-2.5,-0.001897738843396981
-0.6944444444444444,-2.5,-0.002633489497778599
-0.5555555555555554,-2.5,-0.0025882909614399433
-0.4166666666666665,-2.5,-0.002874194740233819
-0.2777777777777777,-2.5,-0.0024650161515718514
-0.13888888888888884,-2.5,-0.002240870916299435
0.0,-2.5,-0.001981461680542384
0.13888888888888884,-2.5,-0.0013791653982178128
0.2777777777777777,-2.5,-0.001239036790628858
0.41666666666666696,-2.5,-0.0010580161834012579
0.5555555555555558,-2.5,-0.0008980672683073868
0.6944444444444446,-2.5,-0.0005306032029490913
0.8333333333333335,-2.5,-0.00034096952232147117
0.9722222222222223,-2.5,-0.0005231064437521567
1.1111111111111112,-2.5,-0.00038297783616320194
1.25,-2.5,-0.00036746406535829567
1.3888888888888893,-2.5,-0.0004281763725018575
1.5277777777777777,-2.5,-0.00020084091473251652
1.666666666666667,-2.5,-0.00020084091473251652
1.8055555555555554,-2.5,-0.00014012860758895468
1.9444444444444446,-2.5,-6.0712307143561836e-05
2.083333333333334,-2.5,0.0
2.2222222222222223,-2.5,0.0
2.3611111111111116,-2.5,0.0
2.5,-2.5,0.0
-2.5,-2.361111111111111,0.0
-2.361111111111111,-2.361111111111111,0.0
-2.2222222222222223,-2.361111111111111,0.0
-2.0833333333333335,-2.361111111111111,0.0
-1.9444444444444444,-2.361111111111111,0.0
-1.8055555555555556,-2.361111111111111,-6.0712307143561836e-05
-1.6666666666666665,-2.361111111111111,-0.0002615532218760784
-1.5277777777777777,-2.361111111111111,-0.0004468803658036885
-1.3888888888888888,-2.361111111111111,-0.0006929198168748605
-1.25,-2.361111111111111,-0.000893760731607377
-1.1111111111111112,-2.361111111111111,-0.001545788548843592
-0.9722222222222221,-2.361111111111111,-0.0018899482936619878
-0.8333333333333333,-2.361111111111111,-0.0033662736423761635
-0.6944444444444444,-2.361111111111111,-0.004262196924564523
-0.5555555555555554,-2.361111111111111,-0.004710417317284168
-0.4166666666666665,-2.361111111111111,-0.004544311669909319
-0.2777777777777777,-2.361111111111111,-0.00430077916303238
-0.13888888888888884,-2.361111111111111,-0.003535576846833855
0.0,-2.361111111111111,-0.003716373741348584
0.13888888888888884,-2.361111111111111,-0.002831363902727062
0.2777777777777777,-2.361111111111111,-0.0026460367587994517
0.41666666666666696,-2.361111111111111,-0.0021991563929957634
0.5555555555555558,-2.361111111111111,-0.0017522760271920749
0.6944444444444446,-2.361111111111111,-0.001403809745673669
0.8333333333333335,-2.361111111111111,-0.001102392196074887
0.9722222222222223,-2.361111111111111,-0.001068107103303069
1.1111111111111112,-2.361111111111111,-0.0010724136400030789
1.25,-2.361111111111111,-0.0009929973395576862
1.3888888888888893,-2.361111111111111,-0.0007271375809815979
1.5277777777777777,-2.361111111111111,-0.0005075926729472504
1.666666666666667,-2.361111111111111,-0.00036746406535829567
1.8055555555555554,-2.361111111111111,-0.00020084091473251652
1.9444444444444446,-2.361111111111111,-6.0712307143561836e-05
2.083333333333334,-2.361111111111111,0.0
2.2222222222222223,-2.361111111111111,0.0
2.3611111111111116,-2.361111111111111,0.0
2.5,-2.361111111111111,0.0
-2.5,-2.2222222222222223,0.0
-2.361111111111111,-2.2222222222222223,0.0
-2.2222222222222223,-2.2222222222222223,0.0
-2.0833333333333335,-2.2222222222222223,0.0
-1.9444444444444444,-2.2222222222222223,-6.0712307143561836e-05
-1.8055555555555556,-2.2222222222222223,-6.0712307143561836e-05
-1.6666666666666665,-2.2222222222222223,-0.0002615532218760784
-1.5277777777777777,-2.2222222222222223,-0.0005262966662490813
-1.3888888888888888,-2.2222222222222223,-0.0008373549611638251
-1.25,-2.2222222222222223,-0.0014551650142933029
-1.1111111111111112,-2.2222222222222223,-0.002247321439118472
-0.9722222222222221,-2.2222222222222223,-0.00368081595032589
-0.8333333333333333,-2.2222222222222223,-0.005341715086839797
-0.6944444444444444,-2.2222222222222223,-0.006687492579201817
-0.5555555555555554,-2.2222222222222223,-0.007742512973969488
-0.4166666666666665,-2.2222222222222223,-0.007713111915227774
-0.2777777777777777,-2.2222222222222223,-0.007601044339464578
-0.13888888888888884,-2.2222222222222223,-0.007118832644511172
0.0,-2.2222222222222223,-0.0068990232247883
0.13888888888888884,-2.2222222222222223,-0.006479441361224508
0.2777777777777777,-2.2222222222222223,-0.005741380945672101
0.41666666666666696,-2.2222222222222223,-0.004493673143982112
0.5555555555555558,-2.2222222222222223,-0.003488355005276552
0.6944444444444446,-2.2222222222222223,-0.0032567130108072015
0.8333333333333335,-2.2222222222222223,-0.0024283420463460724
0.9722222222222223,-2.2222222222222223,-0.0021779960585748908
1.1111111111111112,-2.2222222222222223,-0.002023693707096986
1.25,-2.2222222222222223,-0.0015302747780386854
1.3888888888888893,-2.2222222222222223,-0.0011783244834852964
1.5277777777777777,-2.2222222222222223,-0.0009774835687527798
1.666666666666667,-2.2222222222222223,-0.0005075926729472504
